packet_no,timestamp,timestamp_epoch,device,source_ip,destination_ip,protocol,length,source_port,destination_port,tcp_flags,tcp_flags_raw,seq_num,ack_num,window_size,is_syn,is_syn_ack,is_ack,is_fin,is_rst
12660,31.815311,1782457455.0792918,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,56060,8080,"ACK,RST",20,3686713080,3769444302,502,False,False,False,False,True
12661,31.825256,1782457455.089237,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,74,47610,8080,SYN,2,349591371,0,64240,True,False,False,False,False
12662,31.825257,1782457455.0892375,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,74,37898,8080,SYN,2,4268225418,0,64240,True,False,False,False,False
12663,31.825312,1782457455.0892928,02:00:00:00:00:fe,172.28.5.3,172.28.5.105,TCP,74,8080,47610,"SYN,ACK",18,2105574624,349591372,65160,False,True,False,False,False
12664,31.825312,1782457455.0892928,02:00:00:00:00:fe,172.28.5.3,172.28.5.106,TCP,74,8080,37898,"SYN,ACK",18,3976127121,4268225419,65160,False,True,False,False,False
12665,31.825421,1782457455.089402,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,47610,8080,ACK,16,349591372,2105574625,502,False,False,True,False,False
12666,31.825422,1782457455.0894024,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,37898,8080,ACK,16,4268225419,3976127122,502,False,False,True,False,False
12667,31.825649,1782457455.0896301,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,37898,8080,"ACK,RST",20,4268225419,3976127122,502,False,False,False,False,True
12668,31.82565,1782457455.0896306,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,47610,8080,"ACK,RST",20,349591372,2105574625,502,False,False,False,False,True
12669,31.840121,1782457455.1041014,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,74,56074,8080,SYN,2,1490849814,0,64240,True,False,False,False,False
12670,31.840171,1782457455.104152,02:00:00:00:00:fe,172.28.5.3,172.28.5.107,TCP,74,8080,56074,"SYN,ACK",18,676536858,1490849815,65160,False,True,False,False,False
12671,31.840236,1782457455.104217,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,56074,8080,ACK,16,1490849815,676536859,502,False,False,True,False,False
12672,31.840449,1782457455.1044292,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,56074,8080,"ACK,RST",20,1490849815,676536859,502,False,False,False,False,True
12673,31.850209,1782457455.11419,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,74,37900,8080,SYN,2,225189448,0,64240,True,False,False,False,False
12674,31.85021,1782457455.1141903,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,74,47622,8080,SYN,2,3044178391,0,64240,True,False,False,False,False
12675,31.850262,1782457455.1142426,02:00:00:00:00:fe,172.28.5.3,172.28.5.105,TCP,74,8080,47622,"SYN,ACK",18,3314147795,3044178392,65160,False,True,False,False,False
