packet_no,timestamp,timestamp_epoch,device,source_ip,destination_ip,protocol,length,source_port,destination_port,tcp_flags,tcp_flags_raw,seq_num,ack_num,window_size,is_syn,is_syn_ack,is_ack,is_fin,is_rst
3629,17.035185,1782457583.8674617,02:00:00:00:00:fe,172.28.5.3,172.28.5.106,TCP,74,8080,57174,"SYN,ACK",18,552681519,2011048891,65160,False,True,False,False,False
3630,17.035246,1782457583.8675225,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,57174,8080,ACK,16,2011048891,552681520,502,False,False,True,False,False
3631,17.035414,1782457583.8676903,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,57174,8080,"ACK,RST",20,2011048891,552681520,502,False,False,False,False,True
3632,17.045066,1782457583.877343,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,54,50562,8080,SYN,2,1201795699,0,8192,True,False,False,False,False
3633,17.045159,1782457583.8774354,02:00:00:00:00:fe,172.28.5.3,172.28.5.105,TCP,58,8080,50562,"SYN,ACK",18,704372848,1201795700,64240,False,True,False,False,False
3634,17.045214,1782457583.8774905,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,54,50562,8080,RST,4,1201795700,0,0,False,False,False,False,True
3635,17.060191,1782457583.8924675,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,74,57182,8080,SYN,2,3593678502,0,64240,True,False,False,False,False
3636,17.060244,1782457583.8925207,02:00:00:00:00:fe,172.28.5.3,172.28.5.106,TCP,74,8080,57182,"SYN,ACK",18,378217927,3593678503,65160,False,True,False,False,False
3637,17.060321,1782457583.8925974,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,57182,8080,ACK,16,3593678503,378217928,502,False,False,True,False,False
3638,17.060532,1782457583.8928082,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,57182,8080,"ACK,RST",20,3593678503,378217928,502,False,False,False,False,True
3639,17.070349,1782457583.902625,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,54,55711,8080,SYN,2,4219404959,0,8192,True,False,False,False,False
3640,17.070432,1782457583.902709,02:00:00:00:00:fe,172.28.5.3,172.28.5.105,TCP,58,8080,55711,"SYN,ACK",18,1281080287,4219404960,64240,False,True,False,False,False
3641,17.070484,1782457583.9027603,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,54,55711,8080,RST,4,4219404960,0,0,False,False,False,False,True
3642,17.076919,1782457583.9091954,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,74,57880,8080,SYN,2,874456839,0,64240,True,False,False,False,False
3643,17.076968,1782457583.909245,02:00:00:00:00:fe,172.28.5.3,172.28.5.107,TCP,74,8080,57880,"SYN,ACK",18,2450924655,874456840,65160,False,True,False,False,False
3644,17.077064,1782457583.9093406,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,57880,8080,ACK,16,874456840,2450924656,502,False,False,True,False,False
3645,17.07729,1782457583.9095664,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,57880,8080,"ACK,RST",20,874456840,2450924656,502,False,False,False,False,True
3646,17.085177,1782457583.917454,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,74,57186,8080,SYN,2,868479526,0,64240,True,False,False,False,False
3647,17.08523,1782457583.9175065,02:00:00:00:00:fe,172.28.5.3,172.28.5.106,TCP,74,8080,57186,"SYN,ACK",18,3660902873,868479527,65160,False,True,False,False,False
3648,17.085302,1782457583.9175785,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,57186,8080,ACK,16,868479527,3660902874,502,False,False,True,False,False
3649,17.085504,1782457583.9177802,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,57186,8080,"ACK,RST",20,868479527,3660902874,502,False,False,False,False,True
