packet_no,timestamp,timestamp_epoch,device,source_ip,destination_ip,protocol,length,source_port,destination_port,tcp_flags,tcp_flags_raw,seq_num,ack_num,window_size,is_syn,is_syn_ack,is_ack,is_fin,is_rst
655,12.20717,1782457390.574637,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,36794,8080,ACK,16,2549655732,2944748817,502,False,False,True,False,False
656,12.207544,1782457390.5750117,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,36794,8080,"ACK,RST",20,2549655732,2944748817,502,False,False,False,False,True
657,12.222734,1782457390.5902019,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,74,50040,8080,SYN,2,3925382331,0,64240,True,False,False,False,False
658,12.222779,1782457390.5902467,02:00:00:00:00:fe,172.28.5.3,172.28.5.105,TCP,74,8080,50040,"SYN,ACK",18,3603695016,3925382332,65160,False,True,False,False,False
659,12.222848,1782457390.590315,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,50040,8080,ACK,16,3925382332,3603695017,502,False,False,True,False,False
660,12.223016,1782457390.5904834,02:00:00:00:00:01,172.28.5.105,172.28.5.3,TCP,66,50040,8080,"ACK,RST",20,3925382332,3603695017,502,False,False,False,False,True
661,12.328693,1782457390.6961603,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,74,48252,8080,SYN,2,2565130814,0,64240,True,False,False,False,False
662,12.328743,1782457390.6962109,02:00:00:00:00:fe,172.28.5.3,172.28.5.107,TCP,74,8080,48252,"SYN,ACK",18,1714228334,2565130815,65160,False,True,False,False,False
663,12.328812,1782457390.6962795,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,48252,8080,ACK,16,2565130815,1714228335,502,False,False,True,False,False
664,12.329025,1782457390.6964927,02:00:00:00:00:03,172.28.5.107,172.28.5.3,TCP,66,48252,8080,"ACK,RST",20,2565130815,1714228335,502,False,False,False,False,True
665,12.33199,1782457390.6994574,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,74,36802,8080,SYN,2,4050716196,0,64240,True,False,False,False,False
666,12.332059,1782457390.6995263,02:00:00:00:00:fe,172.28.5.3,172.28.5.106,TCP,74,8080,36802,"SYN,ACK",18,2951629711,4050716197,65160,False,True,False,False,False
667,12.332176,1782457390.6996434,02:00:00:00:00:02,172.28.5.106,172.28.5.3,TCP,66,36802,8080,ACK,16,4050716197,2951629712,502,False,False,True,False,False
